"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms3",,,,"User:","arinaldi"
"Cmdline:","dstat --output Baseline2/2.1/Set/dstat20_2.csv 5 15",,,,"Date:","02 Dec 2017 10:38:34 UTC"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw"
2.216,3.238,92.087,1.317,1.141,0.0,53626.116,15555665.474,0.0,0.0,0.0,0.0,1484.512,1785.233
5.289,6.886,84.531,0.299,2.994,0.0,0.0,7372.800,946483.600,14354864.0,0.0,0.0,2881.600,3394.800
5.305,6.807,84.685,0.200,3.003,0.0,0.0,2457.600,941059.400,14270852.800,0.0,0.0,2769.200,3205.400
5.400,6.900,84.300,0.300,3.100,0.0,0.0,4096.0,952428.400,14446792.0,0.0,0.0,2766.400,3177.800
5.389,7.086,84.032,0.399,3.094,0.0,0.0,10649.600,958357.600,14535681.600,0.0,0.0,2791.0,3283.200
5.405,7.007,84.484,0.200,2.903,0.0,0.0,4096.0,960474.0,14563538.600,0.0,0.0,2849.600,3292.0
5.405,6.907,84.585,0.100,3.003,0.0,0.0,6553.600,957055.200,14511750.600,0.0,0.0,2715.0,3237.200
5.305,6.907,84.484,0.300,3.003,0.0,0.0,4915.200,949332.600,14406494.200,0.0,0.0,2704.800,3155.400
5.095,6.793,84.815,0.200,3.097,0.0,0.0,4096.0,917080.400,13909486.0,0.0,0.0,2566.800,2899.0
5.200,6.500,85.100,0.300,2.900,0.0,0.0,2457.600,924954.0,14028607.400,0.0,0.0,2643.200,3040.200
5.300,6.700,84.100,0.400,3.500,0.0,0.0,2457.600,916518.0,13901250.400,0.0,0.0,2695.400,3019.400
4.905,6.306,85.485,0.300,3.003,0.0,0.0,2457.600,894525.200,13567566.400,0.0,0.0,2490.200,2828.600
4.995,6.494,85.514,0.300,2.697,0.0,0.0,6553.600,912729.0,13833147.600,0.0,0.0,2519.200,2929.400
4.905,6.106,85.686,0.200,3.103,0.0,0.0,2457.600,890646.0,13517136.200,0.0,0.0,2711.400,3015.0
5.100,6.700,84.800,0.200,3.200,0.0,0.0,4915.200,924643.200,14024123.200,0.0,0.0,2848.600,3218.200
5.200,6.600,84.800,0.200,3.200,0.0,0.0,4096.0,920173.600,13956585.400,0.0,0.0,2825.200,3144.800


"Host:","foraslvms3",,,,"User:","arinaldi"
"Cmdline:","dstat --output Baseline2/2.1/Set/dstat20_2.csv 5 15",,,,"Date:","02 Dec 2017 10:54:07 UTC"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw"
2.808,3.940,90.593,1.133,1.526,0.0,43928.894,12743442.813,0.0,0.0,0.0,0.0,1734.480,2108.689
6.188,7.984,82.136,0.200,3.493,0.0,0.0,4096.0,1002719.800,15195664.800,0.0,0.0,3390.400,3586.600
6.200,7.900,82.100,0.300,3.500,0.0,0.0,5734.400,1027222.0,15573158.600,0.0,0.0,3468.600,3635.800
6.200,7.800,82.100,0.300,3.600,0.0,0.0,4096.0,1025490.400,15555375.400,0.0,0.0,3497.800,3658.800
5.700,7.400,83.300,0.200,3.400,0.0,0.0,6553.600,967326.400,14677201.200,0.0,0.0,3045.200,3351.800
5.894,7.493,82.717,0.300,3.596,0.0,0.0,4096.0,976680.0,14813894.0,0.0,0.0,2873.200,3201.400
5.812,7.515,82.966,0.401,3.307,0.0,0.0,7372.800,961779.400,14577626.800,0.0,0.0,2935.400,3281.400
5.694,7.393,83.217,0.200,3.497,0.0,0.0,8192.0,935121.600,14192116.600,0.0,0.0,2905.800,3197.400
5.611,7.415,83.066,0.401,3.507,0.0,0.0,4096.0,958431.600,14536786.400,0.0,0.0,2846.400,3236.200
5.800,7.400,83.400,0.100,3.300,0.0,0.0,2457.600,959132.800,14546534.400,0.0,0.0,2804.0,3169.600
5.706,7.407,83.383,0.200,3.303,0.0,0.0,9830.400,975224.0,14791580.600,0.0,0.0,2903.600,3328.400
5.694,7.493,83.217,0.300,3.297,0.0,0.0,2457.600,968883.400,14694118.600,0.0,0.0,2930.800,3327.400
5.594,7.193,83.616,0.300,3.297,0.0,0.0,2457.600,947198.400,14366418.400,0.0,0.0,2886.600,3279.800
5.606,7.407,83.584,0.200,3.203,0.0,0.0,2457.600,958902.400,14543391.200,0.0,0.0,2928.600,3325.800
5.706,7.407,83.584,0.100,3.203,0.0,0.0,4915.200,960385.200,14557529.0,0.0,0.0,2973.800,3337.400
5.906,7.407,82.783,0.100,3.804,0.0,0.0,4096.0,954716.800,14489358.400,0.0,0.0,3010.0,3312.200


"Host:","foraslvms3",,,,"User:","arinaldi"
"Cmdline:","dstat --output Baseline2/2.1/Set/dstat20_2.csv 5 15",,,,"Date:","02 Dec 2017 11:09:41 UTC"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw"
3.200,4.417,89.599,0.999,1.785,0.0,37198.774,10791706.068,0.0,0.0,0.0,0.0,1894.055,2321.680
5.085,6.580,85.145,0.299,2.891,0.0,0.0,4096.0,905322.800,13730393.400,0.0,0.0,2675.800,3209.400
5.300,6.800,84.400,0.300,3.200,0.0,0.0,2457.600,927174.0,14055848.400,0.0,0.0,2674.600,3220.600
5.105,6.607,84.985,0.300,3.003,0.0,0.0,4096.0,912847.600,13852155.400,0.0,0.0,2836.0,3207.0
5.200,6.700,84.800,0.300,3.0,0.0,0.0,9830.400,919717.800,13946423.400,0.0,0.0,2726.0,3154.800
5.305,6.907,84.384,0.200,3.203,0.0,0.0,3276.800,931628.800,14132504.200,0.0,0.0,2838.400,3339.200
5.195,6.593,84.915,0.300,2.997,0.0,0.0,3276.800,901052.0,13666701.0,0.0,0.0,2717.600,3211.800
5.105,6.807,84.785,0.100,3.203,0.0,0.0,5734.400,905580.800,13735285.800,0.0,0.0,2680.0,3170.600
5.405,7.007,83.584,0.701,3.303,0.0,0.0,4915.200,939413.600,14245977.800,0.0,0.0,2942.600,3372.800
5.195,6.593,84.915,0.300,2.997,0.0,0.0,2457.600,910941.400,13817207.800,0.0,0.0,2682.800,3204.600
5.295,6.993,84.116,0.400,3.197,0.0,0.0,2457.600,942299.600,14292185.800,0.0,0.0,2854.800,3323.400
5.205,6.707,84.685,0.400,3.003,0.0,0.0,2457.600,916281.200,13897534.600,0.0,0.0,2831.0,3284.400
5.305,6.907,84.585,0.100,3.103,0.0,0.0,2457.600,927159.200,14062476.600,0.0,0.0,3060.800,3567.800
5.295,6.793,84.515,0.500,2.897,0.0,0.0,4096.0,918939.600,13937220.400,0.0,0.0,2874.200,3390.600
4.805,6.507,85.285,0.200,3.203,0.0,0.0,8192.0,872612.0,13234513.600,0.0,0.0,2681.600,3152.200
4.900,6.200,84.600,0.300,4.0,0.0,0.0,2457.600,820779.800,12442448.800,0.0,0.0,2687.600,3019.200
