"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms2",,,,"User:","arinaldi"
"Cmdline:","dstat --output Baseline2/2.1/Get/dstat4_2.csv 5 15",,,,"Date:","02 Dec 2017 11:35:01 UTC"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw"
1.875,2.896,93.601,0.792,0.836,0.0,28933.934,8585212.772,0.0,0.0,0.0,0.0,1265.867,1129.571
1.196,1.595,96.112,0.299,0.798,0.0,0.0,6553.600,2017195.600,150666.800,0.0,0.0,1249.200,1717.600
1.101,1.502,96.396,0.300,0.701,0.0,0.0,2457.600,1982333.600,148003.0,0.0,0.0,1237.800,1709.800
1.098,1.597,96.307,0.299,0.699,0.0,0.0,2457.600,1954462.600,145920.400,0.0,0.0,1216.200,1696.0
1.403,1.904,95.491,0.200,1.002,0.0,0.0,9011.200,2160452.200,161516.800,0.0,0.0,1460.800,1918.200
1.100,1.600,96.400,0.300,0.600,0.0,0.0,3276.800,1963459.600,146601.200,0.0,0.0,1348.600,1848.400
1.098,1.697,96.008,0.399,0.798,0.0,0.0,3276.800,1984359.200,148123.0,0.0,0.0,1360.800,1848.600
1.101,1.602,96.396,0.200,0.701,0.0,0.0,7372.800,1979652.800,147785.0,0.0,0.0,1358.400,1844.200
1.201,1.702,96.396,0.0,0.701,0.0,0.0,0.0,2033796.600,151901.400,0.0,0.0,1362.800,1855.200
1.200,1.700,95.900,0.300,0.900,0.0,0.0,2457.600,1922669.0,143793.200,0.0,0.0,1365.0,1821.0
1.299,1.798,95.604,0.400,0.899,0.0,0.0,2457.600,2025699.200,151224.800,0.0,0.0,1383.800,1858.0
1.201,1.802,95.896,0.200,0.901,0.0,0.0,4096.0,2048205.0,152930.200,0.0,0.0,1393.400,1871.200
1.200,1.600,96.100,0.300,0.800,0.0,0.0,2457.600,1929961.200,144095.600,0.0,0.0,1313.800,1794.600
1.201,1.702,96.096,0.200,0.801,0.0,0.0,2457.600,2110256.800,157572.800,0.0,0.0,1388.400,1873.0
1.200,1.700,96.400,0.0,0.700,0.0,0.0,2457.600,1990970.400,148867.0,0.0,0.0,1381.200,1861.200
1.200,1.900,95.800,0.300,0.800,0.0,0.0,4096.0,2008186.200,149935.0,0.0,0.0,1384.200,1875.800


"Host:","foraslvms2",,,,"User:","arinaldi"
"Cmdline:","dstat --output Baseline2/2.1/Get/dstat4_2.csv 5 15",,,,"Date:","02 Dec 2017 11:50:30 UTC"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw"
1.859,2.850,93.725,0.736,0.830,0.0,25804.913,7657202.947,0.0,0.0,0.0,0.0,1261.896,1167.747
1.198,1.996,95.808,0.200,0.798,0.0,0.0,4096.0,2012038.800,150480.800,0.0,0.0,1527.0,2058.800
1.101,1.802,96.096,0.200,0.801,0.0,0.0,2457.600,1914460.400,142946.0,0.0,0.0,1502.600,1938.400
1.201,1.702,96.196,0.0,0.901,0.0,0.0,0.0,1896086.200,141759.600,0.0,0.0,1529.800,1953.800
1.199,1.898,95.704,0.300,0.899,0.0,0.0,4096.0,1888372.600,140851.800,0.0,0.0,1524.400,1937.0
1.199,1.798,95.904,0.300,0.799,0.0,0.0,11468.800,1926145.600,143949.600,0.0,0.0,1442.800,1875.200
1.001,1.602,96.496,0.200,0.701,0.0,0.0,4096.0,1933584.400,144407.800,0.0,0.0,1410.400,1868.200
1.200,1.600,96.200,0.300,0.700,0.0,0.0,4915.200,1971988.0,147225.800,0.0,0.0,1403.400,1838.600
1.101,1.702,96.196,0.200,0.801,0.0,0.0,4096.0,1966015.200,147000.600,0.0,0.0,1396.600,1817.200
1.299,1.598,96.104,0.200,0.799,0.0,0.0,2457.600,1949739.800,145569.400,0.0,0.0,1386.400,1805.0
1.201,1.802,96.196,0.0,0.801,0.0,0.0,0.0,2004586.400,149663.800,0.0,0.0,1402.200,1830.200
1.200,1.700,96.0,0.200,0.900,0.0,0.0,2457.600,1960341.200,146247.400,0.0,0.0,1383.600,1797.600
1.301,1.702,95.395,0.300,1.301,0.0,0.0,4096.0,1874465.800,140108.400,0.0,0.0,1219.600,1652.200
1.598,1.998,95.105,0.300,0.999,0.0,0.0,2457.600,1923312.0,143750.400,0.0,0.0,1275.600,1673.600
1.500,2.100,95.0,0.400,1.0,0.0,0.0,4915.200,1992887.800,148781.400,0.0,0.0,1391.200,1817.0
1.101,1.602,96.296,0.300,0.701,0.0,0.0,4096.0,1927967.800,144035.600,0.0,0.0,1258.600,1716.200


"Host:","foraslvms2",,,,"User:","arinaldi"
"Cmdline:","dstat --output Baseline2/2.1/Get/dstat4_2.csv 5 15",,,,"Date:","02 Dec 2017 12:06:07 UTC"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw"
1.862,2.827,93.778,0.691,0.842,0.0,23268.239,6904870.047,0.0,0.0,0.0,0.0,1256.168,1199.692
1.099,1.598,96.503,0.100,0.699,0.0,0.0,6553.600,2017207.200,150665.0,0.0,0.0,1402.400,1897.0
1.100,1.600,96.300,0.300,0.700,0.0,0.0,2457.600,1960621.0,146598.0,0.0,0.0,1319.400,1788.200
1.199,1.598,96.004,0.400,0.799,0.0,0.0,2457.600,1974676.400,147418.200,0.0,0.0,1288.200,1763.0
1.101,1.602,96.396,0.200,0.701,0.0,0.0,2457.600,2014018.800,150360.600,0.0,0.0,1276.0,1754.400
1.001,1.502,96.697,0.100,0.701,0.0,0.0,6553.600,1893778.200,141399.600,0.0,0.0,1272.600,1767.800
1.100,1.600,96.500,0.200,0.600,0.0,0.0,1638.400,1955367.600,145997.600,0.0,0.0,1232.800,1729.400
1.297,1.697,95.908,0.200,0.898,0.0,0.0,6553.600,2028968.200,151713.600,0.0,0.0,1279.800,1764.800
1.202,1.703,95.090,1.202,0.802,0.0,0.0,10649.600,2169785.800,161983.200,0.0,0.0,1418.400,1922.800
1.198,1.796,95.908,0.299,0.798,0.0,0.0,2457.600,2094730.800,156400.400,0.0,0.0,1350.400,1861.200
1.102,1.603,96.293,0.200,0.802,0.0,0.0,2457.600,2023679.200,151077.0,0.0,0.0,1249.800,1747.0
1.200,1.700,96.200,0.200,0.700,0.0,0.0,2457.600,2042358.400,152491.600,0.0,0.0,1256.400,1766.800
1.200,1.700,96.100,0.200,0.800,0.0,0.0,2457.600,2058661.0,153966.400,0.0,0.0,1294.800,1796.800
1.100,1.600,96.300,0.300,0.700,0.0,0.0,2457.600,1918297.0,143244.0,0.0,0.0,1367.800,1878.400
1.001,1.502,96.396,0.400,0.701,0.0,0.0,7372.800,1863419.800,139121.600,0.0,0.0,1332.0,1849.800
1.100,1.700,96.300,0.100,0.800,0.0,0.0,2457.600,1894224.800,141430.400,0.0,0.0,1336.400,1843.200
